lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,beta_raw.1,beta_raw.2,beta_raw.3,beta_raw.4,beta_raw.5,beta_raw.6,beta_raw.7,beta_raw.8,beta_raw.9,beta_raw.10,beta_raw.11,beta_raw.12,beta_raw.13,beta_raw.14,beta_raw.15,beta_raw.16,beta_raw.17,beta_raw.18,beta_raw.19,beta_raw.20,beta_raw.21,beta_raw.22,beta_raw.23,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,norm
# Adaptation terminated
# Step size = 0.151695
# Diagonal elements of inverse mass matrix:
# 0.404582, 0.224494, 0.685881, 0.456659, 0.380265, 0.414224, 0.196387, 0.285231, 0.234337, 0.209745, 0.502202, 0.370394, 0.162439, 0.419093, 0.274297, 0.377738, 0.553896, 0.774812, 0.407203, 0.474986, 0.134483, 0.216251, 0.192005, 0.657311, 0.300013, 0.233999, 0.493815, 0.268941, 0.273315, 0.285334, 0.17061, 0.270636, 0.160861, 0.263417, 0.31326, 0.282115, 0.149221, 0.237485, 0.392068, 0.247231, 0.248677, 0.557605, 0.293086, 0.432522, 0.242783, 0.296433, 0.171184
-90.8665,1,0.151695,4,15,0,110.212,0.877229,1.19166,0.625704,2.42887,0.63521,0.722346,1.57076,1.44333,0.703385,2.48496,0.730031,0.764828,1.74915,1.59684,0.801491,0.789096,2.13651,1.10911,1.25233,0.844015,2.69949,1.74378,0.82963,0.883414,0.0560141,-0.206953,0.819928,-0.627091,-0.650294,-0.102966,0.218405,0.963247,-0.837903,0.200641,-0.299277,-0.0217095,0.338224,-0.731348,0.572135,-0.513765,-1.00684,0.828266,-0.380138,0.812501,0.588822,0.356218,-0.0160203,0.0560141,-0.206953,0.819928,-0.627091,-0.650294,-0.102966,0.218405,0.963247,-0.837903,0.200641,-0.299277,-0.0217095,0.338224,-0.731348,0.572135,-0.513765,-1.00684,0.828266,-0.380138,0.812501,0.588822,0.356218,-0.0160203,-0.360102,0.360102
-106.717,0.933028,0.151695,4,15,0,122.023,0.470181,1.88662,0.676805,1.27663,0.654825,0.625892,1.13086,0.91438,1.16518,1.31011,0.950743,0.491718,1.34938,0.852185,1.17649,3.45993,2.67864,0.945924,0.823849,1.60625,1.67958,1.14214,1.18932,0.431495,-0.336764,-0.28235,0.15966,-1.24576,-1.20836,0.461868,-0.101787,1.15973,-0.30895,1.06616,0.15697,0.938535,-0.436372,-0.316057,0.4438,-0.839964,-0.704574,0.152822,-0.327439,0.161564,-0.632864,1.17245,0.116719,-0.336764,-0.28235,0.15966,-1.24576,-1.20836,0.461868,-0.101787,1.15973,-0.30895,1.06616,0.15697,0.938535,-0.436372,-0.316057,0.4438,-0.839964,-0.704574,0.152822,-0.327439,0.161564,-0.632864,1.17245,0.116719,0.750964,-0.750964
-106.521,0.987692,0.151695,5,31,0,134.13,1.2002,1.16754,0.516538,0.713018,0.873804,1.21548,1.99926,0.537059,1.84662,2.38145,1.04252,0.567716,2.12137,1.29209,0.90253,0.269842,0.440838,1.01955,0.63617,0.347403,1.01544,0.46529,1.23845,0.433152,-1.37629,-0.410803,-0.331488,-0.307191,-0.0533035,0.296835,0.900751,0.762974,-1.00677,0.0952037,-0.149834,-0.445113,0.718709,-0.886387,1.02888,-0.64832,-0.469511,0.468816,-0.447336,1.35013,2.2586,-0.0251358,-0.827666,-1.37629,-0.410803,-0.331488,-0.307191,-0.0533035,0.296835,0.900751,0.762974,-1.00677,0.0952037,-0.149834,-0.445113,0.718709,-0.886387,1.02888,-0.64832,-0.469511,0.468816,-0.447336,1.35013,2.2586,-0.0251358,-0.827666,-0.495747,0.495747
-109.789,0.958086,0.151695,5,31,0,139.557,2.61981,1.69764,0.612877,1.15983,2.04847,0.783809,0.947035,0.892718,1.16647,2.05462,0.896837,0.483183,1.97364,1.19139,0.914516,0.566105,0.954373,1.06255,0.848529,0.191066,1.26689,0.876484,0.957576,0.790635,-0.808895,-0.356318,2.41407,-0.0115449,-0.329389,0.036727,1.03201,1.05409,-0.928806,0.636842,0.441687,0.851225,-0.0431561,-0.468324,0.725895,-0.819728,-0.292491,-1.46443,-0.187159,0.132616,-0.418991,-0.382458,-0.488461,-0.808895,-0.356318,2.41407,-0.0115449,-0.329389,0.036727,1.03201,1.05409,-0.928806,0.636842,0.441687,0.851225,-0.0431561,-0.468324,0.725895,-0.819728,-0.292491,-1.46443,-0.187159,0.132616,-0.418991,-0.382458,-0.488461,-0.325005,0.325005
-97.5829,0.997562,0.151695,5,31,0,135.386,0.918311,1.66073,0.830438,1.11998,0.980556,0.683762,0.756963,0.869283,2.88269,1.58377,0.451189,0.362307,1.72798,1.99151,1.14733,1.08867,0.999943,0.525311,0.717996,0.612981,1.76774,0.657938,1.58868,0.446343,-0.846685,-0.0149025,0.699198,-0.0930378,-0.457427,0.181567,0.303943,1.31128,-1.14892,0.218296,0.650466,-0.525624,0.0306769,-0.247999,1.02326,-0.651559,-0.846007,-0.732367,0.277989,1.22232,0.352486,-0.470942,0.121764,-0.846685,-0.0149025,0.699198,-0.0930378,-0.457427,0.181567,0.303943,1.31128,-1.14892,0.218296,0.650466,-0.525624,0.0306769,-0.247999,1.02326,-0.651559,-0.846007,-0.732367,0.277989,1.22232,0.352486,-0.470942,0.121764,-0.357767,0.357767
-100.523,0.992694,0.151695,5,31,0,117.131,1.45331,3.23857,0.373982,0.780113,2.94859,0.942948,2.08806,0.937593,1.70775,1.55522,0.666765,1.83967,2.20284,1.4591,1.17738,0.775337,0.849496,0.722775,0.197066,1.08996,1.99461,1.26877,2.07379,0.4234,-0.288254,-0.126418,0.146516,-0.693306,0.281835,-0.284429,-0.292299,1.10226,0.573988,-0.166093,-1.37598,0.0974085,0.166529,-0.170406,0.589847,0.154491,-1.1547,0.911879,-0.13764,-0.386381,1.05611,0.768638,0.368534,-0.288254,-0.126418,0.146516,-0.693306,0.281835,-0.284429,-0.292299,1.10226,0.573988,-0.166093,-1.37598,0.0974085,0.166529,-0.170406,0.589847,0.154491,-1.1547,0.911879,-0.13764,-0.386381,1.05611,0.768638,0.368534,-1.14213,1.14213
-107.036,0.957027,0.151695,5,31,0,132.015,2.10992,5.1797,0.960185,1.39554,5.2535,1.04325,2.0866,0.52591,1.47474,1.41723,0.399459,1.92474,2.31331,1.94025,0.775905,0.754044,1.05483,0.636891,0.720463,1.75518,2.14381,1.03115,2.07322,1.47097,-0.374102,-0.166511,-0.635319,-0.253524,0.362216,-0.498862,-0.129825,1.34057,0.271088,-0.0262002,-0.716256,0.744895,0.0442792,-0.127073,-0.0138237,0.232166,-1.61092,0.339475,-0.599228,0.371827,0.823213,0.035049,1.07139,-0.374102,-0.166511,-0.635319,-0.253524,0.362216,-0.498862,-0.129825,1.34057,0.271088,-0.0262002,-0.716256,0.744895,0.0442792,-0.127073,-0.0138237,0.232166,-1.61092,0.339475,-0.599228,0.371827,0.823213,0.035049,1.07139,-0.484526,0.484526
-99.9942,0.993885,0.151695,5,31,0,133.891,1.66053,0.833952,0.190675,2.73249,0.707596,0.338158,0.455267,1.37333,1.16638,1.70295,0.699145,1.11321,1.26313,1.17433,0.891603,0.556173,0.412593,0.529342,0.47623,0.20813,3.14485,0.942518,1.53393,0.295772,0.509898,0.211586,0.446396,0.225035,-0.439499,0.207133,0.705348,0.707058,0.180222,0.9023,-0.600832,0.155252,0.051671,-0.269077,1.94624,-1.57589,-0.492075,-1.30844,-0.817537,0.742642,0.772704,-0.0137429,-0.758649,0.509898,0.211586,0.446396,0.225035,-0.439499,0.207133,0.705348,0.707058,0.180222,0.9023,-0.600832,0.155252,0.051671,-0.269077,1.94624,-1.57589,-0.492075,-1.30844,-0.817537,0.742642,0.772704,-0.0137429,-0.758649,-1.48773,1.48773
-105.061,0.977827,0.151695,5,31,0,124.425,2.49457,1.31923,0.137662,2.26037,0.864881,0.60801,0.477575,1.17857,0.659425,1.46572,0.367886,1.24778,1.01704,1.44072,1.7943,0.839152,1.39563,1.95941,0.604636,0.444296,5.66143,1.44403,2.42254,0.431536,0.458705,-0.48138,0.321575,0.139946,0.528205,-0.170984,0.368202,0.746277,-0.184358,1.5333,-0.131852,0.415666,-0.155359,-0.802879,2.05183,-1.33946,-0.343501,-0.649759,-1.21811,0.769081,0.855204,-1.01022,-0.220389,0.458705,-0.48138,0.321575,0.139946,0.528205,-0.170984,0.368202,0.746277,-0.184358,1.5333,-0.131852,0.415666,-0.155359,-0.802879,2.05183,-1.33946,-0.343501,-0.649759,-1.21811,0.769081,0.855204,-1.01022,-0.220389,-1.47974,1.47974
-94.9472,0.982666,0.151695,4,15,0,124.09,1.00159,1.20627,0.12388,2.07222,2.05877,0.949457,1.02705,0.601427,1.84096,1.63835,1.39603,0.533041,0.833332,1.44816,1.31927,0.820373,0.914227,0.664483,0.866292,0.917047,2.23116,1.3586,1.72427,0.475157,0.163345,-0.207139,0.80972,-0.280494,0.626588,-0.291141,0.346689,1.34427,-0.0471668,0.716772,-0.572989,0.607085,-0.42499,-0.914508,0.578635,-1.19776,-1.31836,-0.56075,-0.684105,1.47587,0.328372,0.846398,-0.660932,0.163345,-0.207139,0.80972,-0.280494,0.626588,-0.291141,0.346689,1.34427,-0.0471668,0.716772,-0.572989,0.607085,-0.42499,-0.914508,0.578635,-1.19776,-1.31836,-0.56075,-0.684105,1.47587,0.328372,0.846398,-0.660932,-0.683418,0.683418
-100.965,0.977808,0.151695,5,31,0,118.722,0.923612,1.23805,0.874526,2.02772,1.49322,0.690954,0.980949,0.49712,0.700891,0.951595,0.40479,1.206,1.33837,0.611983,1.41913,0.533131,0.26468,0.246924,0.458988,1.14975,3.06263,0.672934,2.73381,1.05733,0.327264,-0.503105,0.364473,-0.584107,-0.213547,-0.296047,0.0659088,1.03543,-0.258951,0.408511,-1.3727,0.108124,0.299026,-0.428988,1.16139,-0.854489,-0.589132,1.53636,0.0840903,0.729819,0.108842,-0.264998,0.183671,0.327264,-0.503105,0.364473,-0.584107,-0.213547,-0.296047,0.0659088,1.03543,-0.258951,0.408511,-1.3727,0.108124,0.299026,-0.428988,1.16139,-0.854489,-0.589132,1.53636,0.0840903,0.729819,0.108842,-0.264998,0.183671,-1.04685,1.04685
-93.9978,0.986179,0.151695,4,15,0,118.019,0.576819,2.34118,0.87517,0.839461,0.629533,0.655796,1.04145,0.65053,0.798661,1.63764,0.588427,0.620557,1.43452,1.5228,0.75075,1.00254,0.514684,0.483236,0.366771,0.667549,2.51101,0.851172,1.36203,0.506933,-0.0320185,0.293349,0.247599,-0.336614,-0.79937,0.0655802,0.222679,0.795279,-0.330795,0.186941,-0.93812,0.0865184,0.12271,-0.359021,1.06726,-0.437482,-0.923759,1.55441,-0.807171,0.652153,0.901838,-0.365106,-0.0667574,-0.0320185,0.293349,0.247599,-0.336614,-0.79937,0.0655802,0.222679,0.795279,-0.330795,0.186941,-0.93812,0.0865184,0.12271,-0.359021,1.06726,-0.437482,-0.923759,1.55441,-0.807171,0.652153,0.901838,-0.365106,-0.0667574,-0.800105,0.800105
-97.5688,0.984425,0.151695,5,31,0,114.485,1.92253,1.96221,0.20482,2.89011,1.29719,2.41212,1.78109,1.54955,1.93589,1.4425,1.40394,1.28136,1.55062,2.38692,0.853426,0.865722,0.37893,0.905042,1.60809,1.41192,1.40492,2.10307,1.36307,0.880786,0.092658,-0.168039,0.368692,-0.737427,-0.156281,-0.0997783,0.895835,0.672492,-0.883075,0.148871,0.0635296,0.112314,0.882496,-0.395346,0.284705,-1.08117,-0.269472,-0.120034,0.0527518,0.480511,0.392785,0.891193,-0.469458,0.092658,-0.168039,0.368692,-0.737427,-0.156281,-0.0997783,0.895835,0.672492,-0.883075,0.148871,0.0635296,0.112314,0.882496,-0.395346,0.284705,-1.08117,-0.269472,-0.120034,0.0527518,0.480511,0.392785,0.891193,-0.469458,-0.958753,0.958753
-109.429,0.984705,0.151695,5,31,0,122.948,2.07571,0.943332,1.38943,0.779091,0.506464,0.472352,1.35581,0.338273,0.99969,1.93844,0.381788,0.97498,1.08612,0.862344,0.126762,1.46847,1.23073,0.769378,0.292364,0.955857,2.80522,0.897522,1.09367,0.511445,-0.39442,-0.419646,-0.00637742,0.465607,-1.20671,0.107098,0.0995499,0.536081,-0.826083,0.7409,-0.980805,0.456789,0.317504,-1.00546,1.50102,-0.00996411,-1.07342,1.22304,-0.19437,0.0767149,2.12053,-0.302878,-0.692656,-0.39442,-0.419646,-0.00637742,0.465607,-1.20671,0.107098,0.0995499,0.536081,-0.826083,0.7409,-0.980805,0.456789,0.317504,-1.00546,1.50102,-0.00996411,-1.07342,1.22304,-0.19437,0.0767149,2.12053,-0.302878,-0.692656,-0.532038,0.532038
-102.319,0.98858,0.151695,5,31,0,132.174,0.48729,2.58368,0.285182,2.65513,1.78992,1.66882,1.31117,1.06823,1.56704,1.38688,0.832413,1.15914,1.70005,0.831297,2.62028,1.10895,0.164502,0.488739,2.20076,0.540698,2.0512,1.57172,1.15811,1.34954,-0.23709,0.242985,1.51529,-0.549005,-0.218654,-0.443441,0.675951,1.49168,-0.758721,-0.00290887,-0.302837,-0.0116342,-0.237937,0.27499,-0.157134,-0.321749,-1.09836,-0.244399,-0.20056,0.452333,-0.147909,0.545436,-0.0883586,-0.23709,0.242985,1.51529,-0.549005,-0.218654,-0.443441,0.675951,1.49168,-0.758721,-0.00290887,-0.302837,-0.0116342,-0.237937,0.27499,-0.157134,-0.321749,-1.09836,-0.244399,-0.20056,0.452333,-0.147909,0.545436,-0.0883586,-0.177965,0.177965
-100.858,0.966549,0.151695,5,31,0,128.029,0.626917,1.92263,0.464101,1.40204,1.6723,1.63777,1.25758,0.934844,1.22391,1.35017,0.826874,0.546778,2.13506,0.793349,2.08278,0.873152,0.267858,0.538709,3.14855,0.388204,1.5406,1.47365,0.900682,1.83652,-0.398516,0.176037,1.36992,-0.42665,-0.392531,-0.517796,0.534453,1.396,-0.298372,-0.390286,-0.249241,-0.0792834,-0.502753,0.440782,-0.142392,-0.563187,-0.855988,0.100096,-0.390797,0.919457,-0.199384,0.569943,0.0637624,-0.398516,0.176037,1.36992,-0.42665,-0.392531,-0.517796,0.534453,1.396,-0.298372,-0.390286,-0.249241,-0.0792834,-0.502753,0.440782,-0.142392,-0.563187,-0.855988,0.100096,-0.390797,0.919457,-0.199384,0.569943,0.0637624,-0.163278,0.163278
-106.613,0.987531,0.151695,5,31,0,125.23,2.02906,1.72678,0.389037,0.967689,0.638732,0.881731,1.3361,0.667366,1.7184,1.17893,0.538306,0.390135,1.28255,2.75928,0.726414,0.860746,1.64612,1.22767,0.173784,1.77147,2.74014,1.06593,2.49235,0.328077,0.341499,0.0806351,-1.21853,-0.255234,-0.346134,0.5441,-0.110515,0.736181,-0.3794,0.795385,-1.03413,0.596365,1.23613,-0.855031,2.55795,-1.03755,-0.750032,-0.020255,-0.753728,-0.0607259,1.86097,0.210082,-0.764275,0.341499,0.0806351,-1.21853,-0.255234,-0.346134,0.5441,-0.110515,0.736181,-0.3794,0.795385,-1.03413,0.596365,1.23613,-0.855031,2.55795,-1.03755,-0.750032,-0.020255,-0.753728,-0.0607259,1.86097,0.210082,-0.764275,-1.37375,1.37375
-103.104,0.95116,0.151695,5,31,0,127.523,1.48474,2.34336,0.307865,2.62816,1.02102,1.30081,0.821531,0.516882,1.04362,1.40083,0.483702,0.575773,1.4873,1.36534,0.398535,0.650564,0.18919,1.41574,0.138443,0.783489,2.72591,0.90892,1.16235,0.377925,-0.0169256,-0.842141,0.837287,-0.33547,-0.541664,0.572054,0.557976,1.44844,-0.243797,-0.16045,-0.660227,-0.165889,0.200919,0.174273,1.60933,-1.09419,-1.3982,1.02755,-0.854472,0.5829,1.02732,-0.731031,-0.0722706,-0.0169256,-0.842141,0.837287,-0.33547,-0.541664,0.572054,0.557976,1.44844,-0.243797,-0.16045,-0.660227,-0.165889,0.200919,0.174273,1.60933,-1.09419,-1.3982,1.02755,-0.854472,0.5829,1.02732,-0.731031,-0.0722706,-0.921317,0.921317
-104.049,0.921699,0.151695,5,31,0,137.687,1.28628,0.791339,1.20646,0.686278,1.17772,0.696023,1.73682,0.579198,1.26644,4.67003,2.585,1.3491,2.07627,1.16991,1.33896,1.41204,3.47955,0.395888,1.23228,0.967345,1.51491,1.68625,1.28323,0.342486,-0.919164,0.343023,0.269209,-1.18768,-0.181458,-0.374092,-0.150261,0.173649,-0.55204,0.548205,1.33204,0.108461,0.50976,-1.14427,0.513576,-0.612235,-0.60265,-0.6453,-0.227836,0.855395,1.08631,1.12871,-0.371622,-0.919164,0.343023,0.269209,-1.18768,-0.181458,-0.374092,-0.150261,0.173649,-0.55204,0.548205,1.33204,0.108461,0.50976,-1.14427,0.513576,-0.612235,-0.60265,-0.6453,-0.227836,0.855395,1.08631,1.12871,-0.371622,0.100274,-0.100274
-107.764,0.974635,0.151695,5,31,0,131.298,3.25237,2.59319,0.0661406,4.48484,0.573525,0.899738,0.779222,0.442626,0.513057,6.22441,2.2654,0.767825,0.642699,0.730969,0.417098,0.117956,2.08932,1.14063,0.200339,0.0746684,4.08514,4.14436,0.933683,0.406896,0.59699,-0.923254,0.492336,0.30746,-0.122121,1.13136,0.911823,1.15777,-0.426102,1.15278,0.0107355,1.06201,-0.591533,-0.553002,0.132634,-1.89741,0.916954,-0.394863,-1.31648,-0.349683,1.02548,0.656226,-0.761307,0.59699,-0.923254,0.492336,0.30746,-0.122121,1.13136,0.911823,1.15777,-0.426102,1.15278,0.0107355,1.06201,-0.591533,-0.553002,0.132634,-1.89741,0.916954,-0.394863,-1.31648,-0.349683,1.02548,0.656226,-0.761307,-2.2188,2.2188
-106.024,0.986529,0.151695,5,31,0,134.983,1.69765,0.956808,0.446308,4.30668,0.388939,1.08923,1.12995,0.491389,0.892461,4.01924,3.09709,1.42131,0.614203,1.28678,0.691396,0.131935,4.48486,0.562163,0.144841,0.471189,2.67686,1.93954,0.639413,0.195025,1.32505,-1.16996,0.426846,0.168968,-1.40414,-0.053353,0.47895,0.145802,-0.0737576,0.900558,1.38405,0.430094,0.328946,-0.797243,-0.26505,-1.82154,-0.0692204,-0.399695,-0.49952,0.063305,1.58245,1.91075,-0.606384,1.32505,-1.16996,0.426846,0.168968,-1.40414,-0.053353,0.47895,0.145802,-0.0737576,0.900558,1.38405,0.430094,0.328946,-0.797243,-0.26505,-1.82154,-0.0692204,-0.399695,-0.49952,0.063305,1.58245,1.91075,-0.606384,-1.98591,1.98591
-102.217,0.891254,0.151695,5,31,0,128.955,1.82054,0.493263,0.122622,0.682274,1.51541,1.17764,0.675678,0.429912,1.18219,4.89708,1.44043,1.48959,1.2927,0.632966,1.10248,0.493196,0.619654,1.21108,0.548952,0.635491,2.48484,4.19413,1.01493,0.185697,-0.341515,-0.659938,-0.0600751,0.0911835,-0.76155,1.18405,0.981665,0.779079,-0.953675,1.54565,0.262839,1.39673,-0.766688,-1.21756,0.405888,-0.367082,-0.0358708,-0.137148,-0.665412,0.0516463,0.589435,0.0653211,-0.701648,-0.341515,-0.659938,-0.0600751,0.0911835,-0.76155,1.18405,0.981665,0.779079,-0.953675,1.54565,0.262839,1.39673,-0.766688,-1.21756,0.405888,-0.367082,-0.0358708,-0.137148,-0.665412,0.0516463,0.589435,0.0653211,-0.701648,-0.685328,0.685328
-98.9932,0.990053,0.151695,5,31,0,124.194,2.35154,2.03237,0.161331,2.24029,0.524537,1.42547,0.794485,0.632592,0.727079,2.66148,1.18094,0.569404,0.98414,2.18656,0.461799,0.311781,3.78199,1.3847,0.606305,2.44224,2.6672,2.64679,1.40898,0.318453,-0.439734,-0.337401,-0.630873,-0.298162,-1.00753,-0.0640402,0.676287,1.98165,0.0402344,0.205743,0.890258,-0.00449863,-0.341316,-0.771966,0.544013,-1.51561,0.493319,0.415624,-1.14126,0.792567,0.898742,1.1388,-0.532658,-0.439734,-0.337401,-0.630873,-0.298162,-1.00753,-0.0640402,0.676287,1.98165,0.0402344,0.205743,0.890258,-0.00449863,-0.341316,-0.771966,0.544013,-1.51561,0.493319,0.415624,-1.14126,0.792567,0.898742,1.1388,-0.532658,-0.992182,0.992182
-107.266,0.95158,0.151695,5,31,0,124.942,2.46321,3.46093,0.16777,2.65631,0.423135,1.62434,1.14204,0.752178,0.603594,2.30219,0.728043,0.466275,0.936804,1.81149,0.786103,0.256737,2.16423,1.10816,0.572174,1.85612,2.66498,3.5934,1.18697,0.262955,-0.24651,-0.548116,-0.770373,0.272951,-0.932926,-0.095717,0.333431,2.08287,-0.0273714,1.01989,1.18287,0.508259,-0.237402,-0.924213,0.774553,-1.82822,0.325212,0.968408,-1.16225,0.558292,0.920353,1.16054,-1.08953,-0.24651,-0.548116,-0.770373,0.272951,-0.932926,-0.095717,0.333431,2.08287,-0.0273714,1.01989,1.18287,0.508259,-0.237402,-0.924213,0.774553,-1.82822,0.325212,0.968408,-1.16225,0.558292,0.920353,1.16054,-1.08953,-2.24499,2.24499
-105.57,1,0.151695,5,31,0,125.107,0.442813,0.272833,0.658826,0.614383,1.2388,1.06931,0.892884,0.378472,2.07112,2.96373,2.4992,1.49517,1.36245,0.346464,0.962079,0.978732,2.13109,1.09646,0.726785,0.385831,1.85583,2.39477,1.32615,1.02949,-0.198536,-0.248097,0.298316,-0.666287,-0.592015,0.7279,0.952529,-0.679538,-0.885808,1.33531,0.0358332,0.495505,-0.323016,-1.07753,0.271123,-0.750564,0.792605,-0.556026,-0.126246,0.0556985,1.46916,0.935731,-0.253238,-0.198536,-0.248097,0.298316,-0.666287,-0.592015,0.7279,0.952529,-0.679538,-0.885808,1.33531,0.0358332,0.495505,-0.323016,-1.07753,0.271123,-0.750564,0.792605,-0.556026,-0.126246,0.0556985,1.46916,0.935731,-0.253238,-1.01281,1.01281
-96.5194,0.810071,0.151695,5,31,0,128.238,1.65553,1.47314,0.481686,0.680944,1.15345,0.744684,1.42981,0.782978,1.51396,2.65422,1.14341,0.300448,0.974194,2.44449,0.701883,0.853394,1.59281,0.458903,1.12209,0.71256,1.57934,1.24189,1.60444,0.723823,-1.15283,-0.347343,0.864094,-0.519173,0.300187,-0.2072,0.141888,1.5192,-0.00330959,0.218718,1.09196,-0.501436,-0.379841,-0.930834,0.808119,0.0331772,-0.411184,0.0502457,-0.721579,0.385062,0.319264,1.16782,-0.473216,-1.15283,-0.347343,0.864094,-0.519173,0.300187,-0.2072,0.141888,1.5192,-0.00330959,0.218718,1.09196,-0.501436,-0.379841,-0.930834,0.808119,0.0331772,-0.411184,0.0502457,-0.721579,0.385062,0.319264,1.16782,-0.473216,-1.25178,1.25178
-96.121,0.967076,0.151695,5,31,0,118.309,1.57906,1.00613,0.710087,1.36533,1.06629,0.621182,0.918795,0.878411,1.85274,4.1593,1.71378,0.860134,1.80046,1.47869,0.675314,1.54471,1.26928,0.936037,0.962623,0.782273,2.6716,2.16446,2.11051,1.21725,-0.0564647,-0.178199,-0.0777761,-0.53775,-0.707774,1.12426,0.397808,0.900652,-0.423037,0.163999,-0.474987,0.615785,0.50209,-0.828795,0.0299086,-1.077,-0.0756492,-0.971979,0.671688,-0.355829,0.654549,0.766857,-0.255238,-0.0564647,-0.178199,-0.0777761,-0.53775,-0.707774,1.12426,0.397808,0.900652,-0.423037,0.163999,-0.474987,0.615785,0.50209,-0.828795,0.0299086,-1.077,-0.0756492,-0.971979,0.671688,-0.355829,0.654549,0.766857,-0.255238,0.192888,-0.192888
-98.5549,0.973389,0.151695,5,31,0,114.211,1.518,1.59911,0.134047,1.20788,1.3584,2.38216,0.442938,0.320707,2.12829,2.54372,0.939586,1.11133,1.09847,0.718083,0.9987,0.273502,2.03714,0.420708,0.501182,1.10154,1.85488,1.43722,1.56244,0.282342,-0.00401608,-0.672019,-0.480733,-0.358551,-0.102525,-0.494333,0.227709,0.849566,-0.413262,0.727012,0.707285,-0.145638,-0.481524,-0.59307,1.32219,-1.89282,-0.817947,1.25401,-0.902751,2.34989,1.06289,0.245639,-0.608647,-0.00401608,-0.672019,-0.480733,-0.358551,-0.102525,-0.494333,0.227709,0.849566,-0.413262,0.727012,0.707285,-0.145638,-0.481524,-0.59307,1.32219,-1.89282,-0.817947,1.25401,-0.902751,2.34989,1.06289,0.245639,-0.608647,-0.778352,0.778352
-95.1239,0.987387,0.151695,5,31,0,116.088,1.40617,1.58024,0.365111,2.02903,1.57398,1.62833,1.38381,0.68704,1.01464,1.89929,0.431313,0.598758,1.19889,0.966348,2.46512,0.55778,1.56447,0.743529,0.55651,0.624095,2.30853,2.40694,2.24111,0.408902,-0.240068,-0.19057,-0.842473,-0.784545,0.404756,-0.206944,0.312379,1.78016,-0.126068,1.03508,0.298825,0.524646,-0.440606,-0.921325,1.11143,-0.297853,-0.225668,0.772479,-1.38828,0.896947,0.300635,-0.0467423,0.122878,-0.240068,-0.19057,-0.842473,-0.784545,0.404756,-0.206944,0.312379,1.78016,-0.126068,1.03508,0.298825,0.524646,-0.440606,-0.921325,1.11143,-0.297853,-0.225668,0.772479,-1.38828,0.896947,0.300635,-0.0467423,0.122878,-1.84908,1.84908
-102.553,0.99354,0.151695,5,31,0,121.104,1.15913,1.80472,0.340786,1.94348,0.360524,1.72366,0.876308,0.436593,0.874677,1.26925,0.725193,0.974491,1.72103,1.05095,1.69094,0.362252,0.737004,1.03214,0.573416,0.936183,2.39966,2.44066,2.05745,0.2704,-0.141001,-0.157029,-0.433858,-0.707407,-0.156516,-0.306168,-0.232075,1.54735,-0.517452,1.33791,0.0737635,0.917256,-0.116527,-1.30705,1.2112,-0.532287,-0.0472521,0.507874,-1.34177,0.412677,0.375349,-0.187021,0.76242,-0.141001,-0.157029,-0.433858,-0.707407,-0.156516,-0.306168,-0.232075,1.54735,-0.517452,1.33791,0.0737635,0.917256,-0.116527,-1.30705,1.2112,-0.532287,-0.0472521,0.507874,-1.34177,0.412677,0.375349,-0.187021,0.76242,-0.96239,0.96239
-101.634,0.982366,0.151695,5,31,0,121.723,1.38687,1.27405,0.514476,0.719655,1.86323,0.537723,1.5108,1.21414,1.25102,3.11264,0.730843,1.26939,1.19877,2.56715,0.6568,1.39089,1.13361,0.507578,0.549667,0.824751,2.38797,0.96417,1.03684,0.859149,-0.332609,-0.711359,0.728301,-0.207689,0.118891,0.44576,1.44432,0.326743,-0.45841,0.292978,-0.246226,-0.0876121,-0.259106,-0.102714,0.0685159,-1.03116,-0.020525,-0.80889,0.286968,-0.0350581,1.21934,0.771808,-1.10149,-0.332609,-0.711359,0.728301,-0.207689,0.118891,0.44576,1.44432,0.326743,-0.45841,0.292978,-0.246226,-0.0876121,-0.259106,-0.102714,0.0685159,-1.03116,-0.020525,-0.80889,0.286968,-0.0350581,1.21934,0.771808,-1.10149,-0.300765,0.300765
